name	notes	ingredient	page
RED CUP NO. 2	LEMON SHERBET	SHERBET (LEMON)	162
RED CUP NO. 2	CRANBERRY LIQUEUR	LIQUEUR (CRANBERRY)	162
RED CUP NO. 2	ELDERFLOWER LIQUEUR	LIQUEUR (ELDERFLOWER)	162
RED CUP NO. 2	FRESH LEMON JUICE	JUICE (LEMON)	162
RED CUP NO. 2	QUINCE JELLY	JELLY (QUINCE)	162
RED CUP NO. 2	BITTERMENS BURLESQUE BITTERS	BITTERS (BURLESQUE)	162
RED CUP NO. 2	CHRISTIAN DROUIN CIDRE POIRE	BEER (PEAR CIDER)	162
RED CUP NO. 2	SAESONAL BERRIES	GARNISH (SEASONAL BERRIES)	162
RED CUP NO. 2	NUTMEG	GARNISH (NUTMEG)	162

CIDER NO. 4	LEMON SHERBET	SHERBET (LEMON)	165
CIDER NO. 4	CUCUMBER JUICE	JUICE (CUCUMBER)	165
CIDER NO. 4	QUINCE JELLY	JELLY (QUINCE)	165
CIDER NO. 4	LEMON JUICE	JUICE (LEMON)	165
CIDER NO. 4	F. MEYER POIRE WILLIAMS EAU DE VIE	EAU DE VIE (PEAR)	165
CIDER NO. 4	CHRISTIAN DROUIN CIDRE POIRE	BEER (PEAR CIDER)	165
CIDER NO. 4	CITRUS SLICES	GARNISH (CITRUS SLICES)	165
CIDER NO. 4	SEASONAL BERRIES	GARNISH (SEASONAL BERRIES)	165
CIDER NO. 4	PINEAPPLE CHUNKS	GARNISH (PINEAPPLE CHUNKS)	165
CIDER NO. 4	GRAPES	GARNISH (GRAPES)	165
CIDER NO. 4	NUTMEG	GARNISH (NUTMEG)	165

CLARET CUP A LA FOUQUET	LEMON SHERBET	SHERBET (LEMON)	166
CLARET CUP A LA FOUQUET	FRESH LEMON JUICE	JUICE (LEMON)	166
CLARET CUP A LA FOUQUET	ROI RENE CHERRY LIQUEUR	LIQUEUR (CHERRY)	166
CLARET CUP A LA FOUQUET	F. MEYER FRAMBOISE EAU DE VIE	EAU DE VIE (FRAMBOISE)	166
CLARET CUP A LA FOUQUET	RED BORDEAUX	WINE (BORDEAUX)	166
CLARET CUP A LA FOUQUET	SEASONAL BERRIES	GARNISH (SEASONAL BERRIES)	166
CLARET CUP A LA FOUQUET	NUTMEG	GARNISH (NUTMEG)	166

SAUTERNE A LA RICKET	TANGERINE SHERBET	SHERBET (TANGERINE)	167
SAUTERNE A LA RICKET	CLEMENTINE JUICE	JUICE (CLEMENTINE)	167
SAUTERNE A LA RICKET	FRESH LEMON JUICE	JUICE (LEMON)	167
SAUTERNE A LA RICKET	BENEDICTINE	LIQUEUR (BENEDICTINE)	167
SAUTERNE A LA RICKET	MUSCAT DE BEAUMES-DE-VENISE	WINE (MUSCAT)	167
SAUTERNE A LA RICKET	CUCUMBER SODA	SODA (CUCUMBER)	167
SAUTERNE A LA RICKET	CITRUS SLICES	GARNISH (CITRUS SLICES)	167
SAUTERNE A LA RICKET	SEASONAL BERRIES	GARNISH (SEASONAL BERRIES)	167
SAUTERNE A LA RICKET	PINEAPPLE CHUNKS	GARNISH (PINEAPPLE CHUNKS)	167
SAUTERNE A LA RICKET	GRAPES	GARNISH (GRAPES)	167
SAUTERNE A LA RICKET	NUTMEG	GARNISH (NUTMEG)	167

JULEP A LA THOMAS	EAU DE THE SYRUP	SYRUP (EAU DE THE)	174
JULEP A LA THOMAS	MINT LEAVES	GARNISH (MINT)	174
JULEP A LA THOMAS	PERNOD ABINSTHE	ABSINTHE (PERNOD)	174
JULEP A LA THOMAS	PARFAIT AMOUR	LIQUEUR (PARFAIT AMOUR)	174
JULEP A LA THOMAS	BUFFALO TRACE BOURBON	WHISKEY (BOURBON)	174
JULEP A LA THOMAS	CITRUS SLICES	GARNISH (CITRUS SLICES)	174
JULEP A LA THOMAS	SEASONAL BERRIES	GARNISH (SEASONAL BERRIES)	174
JULEP A LA THOMAS	PINEAPPLE CHUNKS	GARNISH (PINEAPPLE CHUNKS)	174
JULEP A LA THOMAS	GRAPES	GARNISH (GRAPES)	174
JULEP A LA THOMAS	POWDERED SUGAR	SUGAR (POWDERED)	174

CRITERION A LA FOUQUET	EUCALYPTUS TINCTURE	TINCTURE (EUCALYPTUS)	175
CRITERION A LA FOUQUET	LIME SHERBET	SHERBET (LIME)	175
CRITERION A LA FOUQUET	MINT LEAVES	GARNISH (MINT)	175
CRITERION A LA FOUQUET	FRESH LIME JUICE	JUICE (LIME)	175
CRITERION A LA FOUQUET	RHUM JM VSOP	RUM (RHUM AGRICOLE)	175
CRITERION A LA FOUQUET	NUTMEG	GARNISH (NUTMEG)	175

PINEAPPLE A LA THOMAS	CHAMOMILE TINCTURE	TINCTURE (CHAMOMILE)	177
PINEAPPLE A LA THOMAS	PINEAPPLE CORDIAL	CORDIAL (PINEAPPLE)	177
PINEAPPLE A LA THOMAS	FRESH MINT LEAVES	GARNISH (MINT)	177
PINEAPPLE A LA THOMAS	ORANGE BITTERS	BITTERS (ORANGE)	177
PINEAPPLE A LA THOMAS	ROSE WATER	OTHER (ROSE WATER)	177
PINEAPPLE A LA THOMAS	F. MEYER FRAMBOISE EAU DE VIE	EAU DE VIE (FRAMBOISE)	177
PINEAPPLE A LA THOMAS	F. MEYER KIRSCH EAU DE VIE	EAU DE VIE (KIRSCH)	177
PINEAPPLE A LA THOMAS	AVEZE GENTIANE	LIQUEUR (AVEZE)	177
PINEAPPLE A LA THOMAS	MOSEL SEKT	WINE (SEKT)	177

WHISKEY SMASH A LA TERRINGTON	TANSY TINCTURE	TINCTURE (TANSY)	178
WHISKEY SMASH A LA TERRINGTON	LEMON SHERBET	SHERBET (LEMON)	178
WHISKEY SMASH A LA TERRINGTON	MINT LEAVES	GARNISH (MINT)	178
WHISKEY SMASH A LA TERRINGTON	FRESH LEMON JUICE	JUICE (LEMON)	178
WHISKEY SMASH A LA TERRINGTON	BULLEIT RYE	WHISKEY (RYE)	178
WHISKEY SMASH A LA TERRINGTON	NUTMEG	GARNISH (NUTMEG)	178

PINEAPPLE AND ROSEMARY SMASH	ROSEMARY TINCTURE	TINCTURE (ROSEMARY)	179
PINEAPPLE AND ROSEMARY SMASH	LEMON SHERBET	SHERBET (LEMON)	179
PINEAPPLE AND ROSEMARY SMASH	BOLS GENEVER	GENEVER	179
PINEAPPLE AND ROSEMARY SMASH	GREEN CHARTREUSE	CHARTREUSE (GREEN)	179
PINEAPPLE AND ROSEMARY SMASH	FRESH LEMON JUICE	JUICE (LEMON)	179
PINEAPPLE AND ROSEMARY SMASH	PINEAPPLE JUICE	JUICE (PINEAPPLE)	179
PINEAPPLE AND ROSEMARY SMASH	FRESH MINT LEAVES	GARNISH (MINT)	179
PINEAPPLE AND ROSEMARY SMASH	NUTMEG	GARNISH (NUTMEG)	179

GIN SMASH A LA BYRON	LEMON SHERBET	SHERBET (LEMON)	180
GIN SMASH A LA BYRON	BITTERMENS ORCHARD STREET CELERY SHRUB	SHRUB (CELERY)	180
GIN SMASH A LA BYRON	FRESH MINT LEAVES	GARNISH (MINT)	180
GIN SMASH A LA BYRON	FRESH LEMON JUICE	JUICE (LEMON)	180
GIN SMASH A LA BYRON	BOLS GENEVER	GENEVER	180
GIN SMASH A LA BYRON	NUTMEG	GARNISH (NUTMEG)	180

CHAMPAGNE A LA FOUQUET	EAU DE THE SYRUP	SYRUP (EAU DE THE)	182
CHAMPAGNE A LA FOUQUET	FRESH MINT LEAVES	GARNISH (MINT)	182
CHAMPAGNE A LA FOUQUET	YELLOW CHARTREUSE	CHARTREUSE (YELLOW)	182
CHAMPAGNE A LA FOUQUET	REMY MARTIN 1738	BRANDY (GRAPE)	182
CHAMPAGNE A LA FOUQUET	PIPER HEIDSIECK CUVEE BRUT CHAMPAGNE	WINE (SPARKLING)	182
CHAMPAGNE A LA FOUQUET	CITRUS SLICES	GARNISH (CIRTUS SLICES)	182
CHAMPAGNE A LA FOUQUET	SEASONAL BERRIES	GARNISH (SEASONAL BERRIES)	182
CHAMPAGNE A LA FOUQUET	POWDERED SUGAR	SUGAR (POWDERED)	182

HOT WHISKEY TODDY	MACE TINCTURE	TINCTURE (MACE)	186
HOT WHISKEY TODDY	LEMON SHERBET	SHERBET (LEMON)	186
HOT WHISKEY TODDY	CONNEMARA PEATED SINGLE MALT IRISH WHISKEY	WHISKEY (IRISH)	186
HOT WHISKEY TODDY	PEAR EAU DE VIE	EAU DE VIE (PEAR)	186
HOT WHISKEY TODDY	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	186
HOT WHISKEY TODDY	HOT WATER	WATER (HOT)	186
HOT WHISKEY TODDY	NUTMEG	GARNISH (NUTMEG)	186

HOT BUTTERED BLACKSTRAP	LAPSANG SOUCHONG INFUSED OLD FORESTER	WHISKEY (BOURBON, LAPSANG SOUCHONG INFUSED)	188
HOT BUTTERED BLACKSTRAP	LEMON SHERBET	SHERBET (LEMON)	188
HOT BUTTERED BLACKSTRAP	SMITH & CROSS	RUM (JAMAICAN OVERPROOF)	188
HOT BUTTERED BLACKSTRAP	BANKS 7	RUM (LIGHTLY AGED)	188
HOT BUTTERED BLACKSTRAP	CRUZAN BLACKSTRAP	RUM (BLACKSTRAP)	188
HOT BUTTERED BLACKSTRAP	PIMENTO DRAM	LIQUEUR (ALLSPICE DRAM)	188
HOT BUTTERED BLACKSTRAP	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	188
HOT BUTTERED BLACKSTRAP	BITTERMENS XOCOLATL MOLE BITTERS	BITTERS (MOLE)	188
HOT BUTTERED BLACKSTRAP	BUTTER	OTHER (BUTTER)	188
HOT BUTTERED BLACKSTRAP	HOT WATER	WATER (HOT)	188
HOT BUTTERED BLACKSTRAP	NUTMEG	GARNISH (NUTMEG)	188

STONE FENCE	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	191
STONE FENCE	MERLET CREME DE PECHE	LIQUEUR (CREME DE PECHE)	191
STONE FENCE	GREEN CHARTREUSE	CHARTREUSE (GREEN)	191
STONE FENCE	CHATEAU DU BREUIL VSOP CALVADOS	BRANDY (APPLE)	191
STONE FENCE	CHRISTIAN DROIUN CIDRE BOUCHE	BEER (APPLE CIDER)	191
STONE FENCE	LEMON PEEL	TWIST (LEMON)	191

PARISIAN	BITTERMENS BURLESQUE BITTERS	BITTERS (BURLESQUE)	192
PARISIAN	COMBIER CREME DE CASSIS	LIQUEUR (CREME DE CASSIS)	192
PARISIAN	BYRRH GRAND QUINQUINA	APERITIF (BYRRH)	192
PARISIAN	CHATEAU DU BREUIL VSOP CALVADOS	BRANDY (APPLE)	192
PARISIAN	CHRISTIAN DROIUN CIDRE BOUCHE	BEER (APPLE CIDER)	192
PARISIAN	LEMON PEEL	TWIST (LEMON)	192

MASSAGRAND	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	195
MASSAGRAND	CAFFE AMERICANO	COFFEE	195
MASSAGRAND	CHERRY HEERING	LIQUEUR (CHERRY HEERING)	195
MASSAGRAND	F. MEYER KIRSCH EAU DE VIE	EAU DE VIE (KIRSCH)	195
MASSAGRAND	F. MEYER MIRABELLE EAU DE VIE	EAU DE VIE (MIRABELLE)	195
MASSAGRAND	LOUIS ROYER VSOP	BRANDY (GRAPE)	195
MASSAGRAND	NUTMEG	GARNISH (NUTMEG)	195
MASSAGRAND	ORANGE PEEL	TWIST (ORANGE)	195

ICE CREAM SODA	VANILLA SYRUP	SYRUP (VANILLA)	196
ICE CREAM SODA	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	196
ICE CREAM SODA	HALF AND HALF	CREAM (HALF AND HALF)	196
ICE CREAM SODA	MARIE BRIZARD APRY	LIQUEUR (APRICOT)	196
ICE CREAM SODA	F. MEYER KIRSCH EAU DE VIE	EAU DE VIE (KIRSCH)	196
ICE CREAM SODA	BLUME MARILLEN APRICOT EAU DE VIE	EAU DE VIE (APRICOT)	196
ICE CREAM SODA	SODA WATER	SODA	196
ICE CREAM SODA	NUTMEG	GARNISH (NUTMEG)	196

AUTOMOBILE	CELERY CORDIAL	CORDIAL (CELERY)	197
AUTOMOBILE	BITTERMENS ORCHARD STREET CELERY SHRUB	SHRUB (CELERY)	197
AUTOMOBILE	MARIE BRIZARD PARFAI AMOUR	LIQUEUR (PARFAIT AMOUR)	197
AUTOMOBILE	PIPER-HEIDSIECK CUVEE BRUT	WINE (SPARKLING)	197
AUTOMOBILE	LEMON PEEL	TWIST (LEMON)	197

PORTERBERRY	VANILLA SYRUP	SYRUP (VANILLA)	202
PORTERBERRY	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	202
PORTERBERRY	BUTTER	OTHER (BUTTER)	202
PORTERBERRY	LIQUORE STREGA	LIQUEUR (STREGA)	202
PORTERBERRY	FRESH LEMON JUICE	JUICE (LEMON)	202
PORTERBERRY	FOUNDERS PORTER	BEER (PORTER)	202
PORTERBERRY	BOWMORE 12 YEAR OLD SCOTCH	WHISKEY (SCOTCH)	202
PORTERBERRY	PUSSER'S NAVY RUM	RUM (NAVY)	202
PORTERBERRY	NUTMEG	GARNISH (NUTMEG)	202
PORTERBERRY	LEMON PEEL	TWIST (LEMON)	202

GENERAL HARRISON	SPICED SUGAR SYRUP	SYRUP (SPICED)	207
GENERAL HARRISON	ALLSPICE TINCTURE	TINCTURE (ALLSPICE)	207
GENERAL HARRISON	EGG	EGG (WHOLE)	207
GENERAL HARRISON	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	207
GENERAL HARRISON	HALF AND HALF	CREAM (HALF AND HALF)	207
GENERAL HARRISON	WOODFORD RESERVE BOURBON	WHISKEY (BOURBON)	207
GENERAL HARRISON	BULLEIT BOURBON	WHISKEY (BOURBON)	207
GENERAL HARRISON	CHRISTIAN DROIUN CIDRE BOUCHE	BEER (APPLE CIDER)	207
GENERAL HARRISON	NUTMEG	GARNISH (NUTMEG)	207

ALE FLIP	SPICED SUGAR SYRUP	SYRUP (SPICED)	208
ALE FLIP	ALLSPICE TINCTURE	TINCTURE (ALLSPICE)	208
ALE FLIP	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	208
ALE FLIP	EGG	EGG (WHOLE)	208
ALE FLIP	SUZE GENTIANE	LIQUEUR (SUZE)	208
ALE FLIP	POWERS IRISH WHISKEY	WHISKEY (IRISH)	208
ALE FLIP	CASK ALE	BEER (CASK ALE)	208
ALE FLIP	NUTMEG	GARNISH (NUTMEG)	208

BALTIMORE EGGNOG	VANILLA SYRUP	SYRUP (VANILLA)	209
BALTIMORE EGGNOG	EGG	EGG (WHOLE)	209
BALTIMORE EGGNOG	HALF AND HALF	CREAM (HALF AND HALF)	209
BALTIMORE EGGNOG	SMITH & CROSS	RUM (JAMAICAN OVERPROOF)	209
BALTIMORE EGGNOG	BANKS 7	RUM (LIGHTLY AGED)	209
BALTIMORE EGGNOG	CRUZAN BLACKSTRAP	RUM (BLACKSTRAP)	209
BALTIMORE EGGNOG	JAMESON 12	WHISKEY (IRISH)	209
BALTIMORE EGGNOG	HIDALGO PEDRO XIMENEZ SHERRY	SHERRY (PEDRO XIMENEZ)	209
BALTIMORE EGGNOG	NUTMEG	GARNISH (NUTMEG)	209

CAFE ROYAL	EUCALYPTUS TINCTURE	TINCTURE (EUCALYPTUS)	210
CAFE ROYAL	EGG	EGG (WHOLE)	210
CAFE ROYAL	NARDINI AQUAVITE DI VINACCIA RUE FLAVORED GRAPPA	LIQUEUR (GRAPPA)	210
CAFE ROYAL	FERNET BRANCA MENTA	FERNET (BRANCA MENTA)	210
CAFE ROYAL	GALLIANO RISTRETTO	LIQUEUR (GALLIANO RISTRETTO)	210
CAFE ROYAL	GREEN CHARTREUSE	CHARTREUSE (GREEN)	210
CAFE ROYAL	NUTMEG	GARNISH (NUTMEG)	210

MULLED EGG WINE	LEMONS	FRUIT (LEMON)	213
MULLED EGG WINE	SUPERFINE SUGAR	SUGAR (SUPERFINE)	213
MULLED EGG WINE	SPICE MIXTURE	MIX (SPICE)	213
MULLED EGG WINE	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	213
MULLED EGG WINE	EGGS	EGG (WHOLE)	213
MULLED EGG WINE	BARBADILLO "OBISPO GASCON" PALO CORTADO SHERRY	SHERRY (PALO CORTADO)	213
MULLED EGG WINE	NUTMEG	GARNISH (NUTMEG)	213

ARCHBISHOP (WINTER)	ARCHBISHOP MIX	MIX (ARCHBISHOP)	218
ARCHBISHOP (WINTER)	NUTMEG	GARNISH (NUTMEG)	218
ARCHBISHOP (WINTER)	LEMON PEEL	TWIST (LEMON)	218
ARCHBISHOP (WINTER)	ORANGE PEEL	TWIST (ORANGE)	218

ARCHBISHOP (SUMMER)	ARCHBISHOP MIX	MIX (ARCHBISHOP)	218
ARCHBISHOP (SUMMER)	FRESH LEMON JUICE	JUICE (LEMON)	218
ARCHBISHOP (SUMMER)	ORANGE JUICE	JUICE (ORANGE)	218
ARCHBISHOP (SUMMER)	GRAHAM'S LBV	WINE (PORT)	218
ARCHBISHOP (SUMMER)	REMY MARTIN 1738	BRANDY (GRAPE)	218
ARCHBISHOP (SUMMER)	NUTMEG	GARNISH (NUTMEG)	218
ARCHBISHOP (SUMMER)	LEMON PEEL	TWIST (LEMON)	218
ARCHBISHOP (SUMMER)	ORANGE PEEL	TWIST (ORANGE)	218

LAWN SLEEVES (WINTER)	LAWN SLEEVES MIX	MIX (LAWN SLEEVES)	221
LAWN SLEEVES (WINTER)	NUTMEG	GARNISH (NUTMEG)	221
LAWN SLEEVES (WINTER)	LEMON PEEL	TWIST (LEMON)	221

LAWN SLEEVES (SUMMER)	LAWN SLEEVES MIX	MIX (LAWN SLEEVES)	221
LAWN SLEEVES (SUMMER)	FRESH LEMON JUICE	JUICE (LEMON)	221
LAWN SLEEVES (SUMMER)	COSSART GORDON 5 YEAR OLD BUAL MADEIRA	WINE (MADEIRA)	221
LAWN SLEEVES (SUMMER)	REMY MARTIN 1738	BRANDY (GRAPE)	221
LAWN SLEEVES (SUMMER)	NUTMEG	GARNISH (NUTMEG)	221
LAWN SLEEVES (SUMMER)	LEMON PEEL	TWIST (LEMON)	221

NEW YORK RAISER	LEMON SHERBET	SHERBET (LEMON)	225
NEW YORK RAISER	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	225
NEW YORK RAISER	CREMANT DE LIMOUX WINE	WINE (LIMOUX)	225
NEW YORK RAISER	NUTMEG	GARNISH (NUTMEG)	225
NEW YORK RAISER	LEMON PEEL	TWIST (LEMON)	225

ALYMETH MIX (WINTER)	ALYMETH MIX	MIX (ALYMETH)	226
ALYMETH MIX (WINTER)	NUTMEG	GARNISH (NUTMEG)	226
ALYMETH MIX (WINTER)	LEMON PEEL	TWIST (LEMON)	226
ALYMETH MIX (WINTER)	ORANGE PEEL	TWIST (ORANGE)	226

ALYMETH MIX (SUMMER)	ALYMETH MIX	MIX (ALYMETH)	226
ALYMETH MIX (SUMMER)	NUTMEG	GARNISH (NUTMEG)	226
ALYMETH MIX (SUMMER)	FRESH LEMON JUICE	JUICE (LEMON)	226
ALYMETH MIX (SUMMER)	ORANGE JUICE	JUICE (ORANGE)	226
ALYMETH MIX (SUMMER)	REMY MARTIN 1738	BRANDY (GRAPE)	226
ALYMETH MIX (SUMMER)	RED BURGUNDY	WINE (BURGUNDY)	226
ALYMETH MIX (SUMMER)	LEMON PEEL	TWIST (LEMON)	226
ALYMETH MIX (SUMMER)	ORANGE PEEL	TWIST (ORANGE)	226

LAMB'S WOOL	SPICED APPLE PUREE	PUREE (SPICED APPLE)	230
LAMB'S WOOL	SPICED SUGAR SYRUP	SYRUP (SPICED)	230
LAMB'S WOOL	FOUNDERS PORTER	BEER (PORTER)	230
LAMB'S WOOL	POWERS IRISH WHISKEY	WHISKEY (IRISH)	230
LAMB'S WOOL	NUTMEG	GARNISH (NUTMEG)	230

EXCELLENT NEGUS (WINTER)	EXCELLENT NEGUS MIX	MIX (EXCELLENT NEGUS)	231
EXCELLENT NEGUS (WINTER)	NUTMEG	GARNISH (NUTMEG)	231
EXCELLENT NEGUS (WINTER)	LEMON PEEL	TWIST (LEMON)	231
EXCELLENT NEGUS (WINTER)	ORANGE PEEL	TWIST (ORANGE)	231

EXCELLENT NEGUS (SUMMER)	EXCELLENT NEGUS MIX	MIX (EXCELLENT NEGUS)	231
EXCELLENT NEGUS (SUMMER)	FRESH LEMON JUICE	JUICE (LEMON)	231
EXCELLENT NEGUS (SUMMER)	OLOROSO SHERRY	SHERRY (OLOROSO)	231
EXCELLENT NEGUS (SUMMER)	NUTMEG	GARNISH (NUTMEG)	231
EXCELLENT NEGUS (SUMMER)	LEMON PEEL	TWIST (LEMON)	231

GLEE CLUB	PERNOD ABSINTHE	ABSINTHE (PERNOD)	236
GLEE CLUB	BITTERMENS BURLESQUE BITTERS	BITTERS (BURLESQUE)	236
GLEE CLUB	YELLOW CHARTREUSE	CHARTREUSE (YELLOW)	236
GLEE CLUB	F. MEYER FRAMBOISE EAU DE VIE	EAU DE VIE (FRAMBOISE)	236
GLEE CLUB	BARBADILLO AMONTILLADO SHERRY	SHERRY (AMONTILLADO)	236
GLEE CLUB	LEMON PEEL	TWIST (LEMON)	236

EAU DE THE COCKTAIL	EAU DE THE SYRUP	SYRUP (EAU DE THE)	238
EAU DE THE COCKTAIL	REMY MARTIN VSOP	BRANDY (GRAPE)	238
EAU DE THE COCKTAIL	GREEN CHARTREUSE	CHARTREUSE (GREEN)	238
EAU DE THE COCKTAIL	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	238
EAU DE THE COCKTAIL	BRUT CHAMPAGNE	WINE (SPARKLING)	238
EAU DE THE COCKTAIL	ORANGE PEEL	TWIST (ORANGE)	238

ANGELUS	GUM SYRUP	SYRUP (GUM)	240
ANGELUS	PERNOD ABSINTHE	ABSINTHE (PERNOD)	240
ANGELUS	ORANGE BITTERS	BITTERS (ORANGE)	240
ANGELUS	BITTERMENS AMERE NOUVELLE	APERITIF (AMER NOUVELLE)	240
ANGELUS	DOLIN DRY VERMOUTH	VERMOUTH (DRY)	240
ANGELUS	CADENHEAD'S OLD RAJ GIN	GIN (LONDON DRY)	240
ANGELUS	LEMON PEEL	TWIST (LEMON)	240

MONTANA CLUB	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	242
MONTANA CLUB	BOKER'S BITTERS	BITTERS (AROMATIC)	242
MONTANA CLUB	MARIE BRIZARD ANISETTE	LIQUEUR (ANISETTE)	242
MONTANA CLUB	AMARO SIBILLA	AMARO (SIBILLA)	242
MONTANA CLUB	BONAL GENTIANE	APERITIF (BONAL)	242
MONTANA CLUB	LOUIS ROYER VSOP	BRANDY (GRAPE)	242
MONTANA CLUB	LEMON PEEL	TWIST (LEMON)	242

HOLLAND GIN A LA THOMAS	PERNOD ABSINTHE	ABSINTHE (PERNOD)	243
HOLLAND GIN A LA THOMAS	PEYCHAUD'S BITTERS	BITTERS (PEYCHAUD'S)	243
HOLLAND GIN A LA THOMAS	ORANGE BITTERS	BITTERS (ORANGE)	243
HOLLAND GIN A LA THOMAS	LIQUORE STREGA	LIQUEUR (STREGA)	243
HOLLAND GIN A LA THOMAS	COMBIER KUMMEL	LIQUEUR (KUMMEL)	243
HOLLAND GIN A LA THOMAS	YELLOW CHARTREUSE	CHARTREUSE (YELLOW)	243
HOLLAND GIN A LA THOMAS	AVEZE GENTIANE	LIQUEUR (AVEZE)	243
HOLLAND GIN A LA THOMAS	BOLS GENEVER	GENEVER	243
HOLLAND GIN A LA THOMAS	ORANGE PEEL	TWIST (ORANGE)	243

WHISKEY COCKTAIL	OLD OVERHOLT RYE	WHISKEY (RYE)	244
WHISKEY COCKTAIL	BENEDICTINE	LIQUEUR (BENEDICTINE)	244
WHISKEY COCKTAIL	ROYAL COMBIER	LIQUEUR (HERBAL)	244
WHISKEY COCKTAIL	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	244
WHISKEY COCKTAIL	ORANGE BITTERS	BITTERS (ORANGE)	244
WHISKEY COCKTAIL	PERNOD ABSINTHE	ABSINTHE (PERNOD)	244
WHISKEY COCKTAIL	ORANGE PEEL	TWIST (ORANGE)	244

IMPROVED IRISH WHISKEY COCKTAIL	JAMESON BLACK BARREL	WHISKEY (IRISH)	246
IMPROVED IRISH WHISKEY COCKTAIL	COMBIER ELISIR	LIQUEUR (HERBAL)	246
IMPROVED IRISH WHISKEY COCKTAIL	MARASCHINO LIQUEUR	LIQUEUR (CHERRY)	246
IMPROVED IRISH WHISKEY COCKTAIL	PERNOD ABSINTHE	ABSINTHE (PERNOD)	246
IMPROVED IRISH WHISKEY COCKTAIL	ORANGE BITTERS	BITTERS (ORANGE)	246
IMPROVED IRISH WHISKEY COCKTAIL	PEYCHAUD'S BITTERS	BITTERS (PEYCHAUD'S)	246
IMPROVED IRISH WHISKEY COCKTAIL	ORANGE PEEL	TWIST (ORANGE)	246

GLADSTONE	GUM SYRUP	SYRUP (GUM)	247
GLADSTONE	PERNOD ABSINTHE	ABSINTHE (PERNOD)	247
GLADSTONE	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	247
GLADSTONE	PARFAIT AMOUR	LIQUEUR (PARFAIT AMOUR)	247
GLADSTONE	AALBORG AQUAVIT	AQUAVIT	247
GLADSTONE	RITTENHOUSE RYE	WHISKEY (RYE)	247
GLADSTONE	LEMON PEEL	TWIST (LEMON)	247

HUNTER	BULLEIT RYE	WHISKEY (RYE)	248
HUNTER	THE BITTER TRUTH EXR AMARO	AMARO (BITTER TRUTH)	248
HUNTER	COMBIER ROI RENE ROUGE CHERRY LIQUEUR	LIQUEUR (CHERRY)	248
HUNTER	PERNOD ABSINTHE	ABSINTHE (PERNOD)	248
HUNTER	BITTERMENS XOCOLATL MOLE BITTERS	BITTERS (MOLE)	248
HUNTER	ORANGE PEEL	TWIST (ORANGE)	248

FORD	TANQUERAY	GIN (LONDON DRY)	249
FORD	DRY VERMOUTH	VERMOUTH (DRY)	249
FORD	MARASCHINO LIQUEUR	LIQUEUR (CHERRY)	249
FORD	ORANGE BITTERS	BITTERS (ORANGE)	249
FORD	PERNOD ABSINTHE	ABSINTHE (PERNOD)	249
FORD	ORANGE PEEL	TWIST (ORANGE)	249

BIJOU	TANQUERAY	GIN (LONDON DRY)	250
BIJOU	SWEET VERMOUTH	VERMOUTH (SWEET)	250
BIJOU	GREEN CHARTREUSE	CHARTREUSE (GREEN)	250
BIJOU	ORANGE BITTERS	BITTERS (ORANGE)	250
BIJOU	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	250
BIJOU	PERNOD ABSINTHE	ABSINTHE (PERNOD)	250
BIJOU	ORANGE PEEL	TWIST (ORANGE)	250

BLACKTHORN ROYAL	PLYMOUTH SLOE GIN	GIN (SLOE)	253
BLACKTHORN ROYAL	JAMESON BLACK BARREL	WHISKEY (IRISH)	253
BLACKTHORN ROYAL	CARPANO ANTICA	VERMOUTH (SWEET)	253
BLACKTHORN ROYAL	BITTER TRUTH VIOLET	LIQUEUR (VIOLET)	253
BLACKTHORN ROYAL	BITTERMENS BURLESQUE BITTERS	BITTERS (BURLESQUE)	253
BLACKTHORN ROYAL	PIPER-HEIDSIECK CUVEE BRUT	WINE (SPARKLING)	253
BLACKTHORN ROYAL	ORANGE PEEL	TWIST (ORANGE)	253

